city,state,state code,country code,country
Brandywine,Maryland,MD,US,United States
Selma,Alabama,AL,US,United States
Tiffin,Ohio,OH,US,United States
Cleveland,Tennessee,TN,US,United States
San Ramon,California,CA,US,United States
New Hyde Park,New York,NY,US,United States
Wake Forest,North Carolina,NC,US,United States
Fair Haven,Vermont,VT,US,United States
Harlingen,Texas,TX,US,United States
Freer,Texas,TX,US,United States
Belmar,New Jersey,NJ,US,United States
Taos,New Mexico,NM,US,United States
Portland,Oregon,OR,US,United States
Santa Monica,California,CA,US,United States
Orem,Utah,UT,US,United States
Pittsburgh,Pennsylvania,PA,US,United States
Tampa,Florida,FL,US,United States
Orlando,Florida,FL,US,United States
Memphis,Tennessee,TN,US,United States
Post Falls,Idaho,ID,US,United States
Sioux Falls,South Dakota,SD,US,United States
Bremerton,Washington,WA,US,United States
Chicago,Illinois,IL,US,United States
Houston,Texas,TX,US,United States
Northampton,Massachusetts,MA,US,United States
Danbury,Connecticut,CT,US,United States
Jacksonville,Florida,FL,US,United States
Westbury,New York,NY,US,United States
Friant,California,CA,US,United States
Kailua-kona,Hawaii,HI,US,United States
Lawrence,Kansas,KS,US,United States
Billings,Montana,MT,US,United States
Pensacola,Florida,FL,US,United States
Storrs,Connecticut,CT,US,United States
Big Sur,California,CA,US,United States
Oberlin,Ohio,OH,US,United States
Park City,Utah,UT,US,United States
Mansfield,Massachusetts,MA,US,United States
West Warwick,Rhode Island,RI,US,United States
Downers Grove,Illinois,IL,US,United States
Las Cruces,New Mexico,NM,US,United States
Lake Forest,California,CA,US,United States
Hartford,Connecticut,CT,US,United States
Grinnell,Iowa,IA,US,United States
Atlanta,Georgia,GA,US,United States
Sauget,Illinois,IL,US,United States
Eastlake,Ohio,OH,US,United States
Henniker,New Hampshire,NH,US,United States
Albany,New York,NY,US,United States
Raleigh,North Carolina,NC,US,United States
Baltimore,Maryland,MD,US,United States
Cleveland,Ohio,OH,US,United States
Harrisburg,Pennsylvania,PA,US,United States
Middletown,Delaware,DE,US,United States
Albuquerque,New Mexico,NM,US,United States
Durham,North Carolina,NC,US,United States
Kewadin,Michigan,MI,US,United States
Covington,Kentucky,KY,US,United States
Pomona,California,CA,US,United States
Grand Prairie,Texas,TX,US,United States
Lubbock,Texas,TX,US,United States
Troutdale,Oregon,OR,US,United States
Carbondale,Illinois,IL,US,United States
Vienna,Virginia,VA,US,United States
Princeton,New Jersey,NJ,US,United States
Glendale,California,CA,US,United States
Charleston,South Carolina,SC,US,United States
San Antonio,Texas,TX,US,United States
Dayton,Ohio,OH,US,United States
Columbia,Missouri,MO,US,United States
Arcata,California,CA,US,United States
New London,Connecticut,CT,US,United States
Starkville,Mississippi,MS,US,United States
Fresno,California,CA,US,United States
Little Rock,Arkansas,AR,US,United States
Waukegan,Illinois,IL,US,United States
Kalamazoo,Michigan,MI,US,United States
Davenport,Iowa,IA,US,United States
Wausau,Wisconsin,WI,US,United States
Fulton,Missouri,MO,US,United States
Virginia Beach,Virginia,VA,US,United States
Tucson,Arizona,AZ,US,United States
Northampton Township,Pennsylvania,PA,US,United States
Bolivia,North Carolina,NC,US,United States
Millbrae,California,CA,US,United States
Newburyport,Massachusetts,MA,US,United States
Newark,California,CA,US,United States
Sylacauga,Alabama,AL,US,United States
Canadian,Texas,TX,US,United States
Baxter,Iowa,IA,US,United States
Longview,Washington,WA,US,United States
Byron,Minnesota,MN,US,United States
Doty,Texas,TX,US,United States
Uniontown,Pennsylvania,PA,US,United States
Rock Falls,Illinois,IL,US,United States
Langford,New York,NY,US,United States
Kure Beach,North Carolina,NC,US,United States
Martinton,Illinois,IL,US,United States
Lutsen,Minnesota,MN,US,United States
Cripple Creek,Colorado,CO,US,United States
Williams (historical),Oregon,OR,US,United States
Columbus,Mississippi,MS,US,United States
Schroeder,Texas,TX,US,United States
Snowshoe,West Virginia,WV,US,United States
Cape May,New Jersey,NJ,US,United States
South Beloit,Illinois,IL,US,United States
Dunsmuir,California,CA,US,United States
Lebanon,New York,NY,US,United States
Kankakee,Illinois,IL,US,United States
Titusville,Florida,FL,US,United States
Marinette,Wisconsin,WI,US,United States
Fairmont,Ohio,OH,US,United States
Adelanto,California,CA,US,United States
Oakley,Kansas,KS,US,United States
Walton,New York,NY,US,United States
Padre Island,Texas,TX,US,United States
Glenwood Springs,Colorado,CO,US,United States
Mandan,North Dakota,ND,US,United States
Leland,Mississippi,MS,US,United States
State Line Village,Idaho,ID,US,United States
Crockett,Texas,TX,US,United States
Lindsay,Texas,TX,US,United States
Decatur Cemetery,Ohio,OH,US,United States
Holiday Poconos,Pennsylvania,PA,US,United States
Homer,New York,NY,US,United States
Fayetteville Station,Pennsylvania,PA,US,United States
Baltimore County,Maryland,MD,US,United States
Blowing Rock,North Carolina,NC,US,United States
Frankfort,New York,NY,US,United States
Tuba City,Arizona,AZ,US,United States
Tivoli,New York,NY,US,United States
Milltown,New Jersey,NJ,US,United States
Butte,Montana,MT,US,United States
Hillcrest,New York,NY,US,United States
Liberty Township,Missouri,MO,US,United States
Andrews,Texas,TX,US,United States
La Porte,Texas,TX,US,United States
Lees Summit Church,Missouri,MO,US,United States
Somerset,New Jersey,NJ,US,United States
Summit,Illinois,IL,US,United States
Monrovia,California,CA,US,United States
Hawthorne,California,CA,US,United States
Kentfield,California,CA,US,United States
Maui,Hawaii,HI,US,United States
Waupaca,Wisconsin,WI,US,United States
Hamilton,Indiana,IN,US,United States
Town of Hill,New Hampshire,NH,US,United States
Loyola,California,CA,US,United States
Ipswich,Massachusetts,MA,US,United States
Lake Geneva,Wisconsin,WI,US,United States
Pointe Coupee,Louisiana,LA,US,United States
Batavia,New York,NY,US,United States
Calhoun,Georgia,GA,US,United States
Scottown,Ohio,OH,US,United States
Cannon Beach,Oregon,OR,US,United States
Camden,Tennessee,TN,US,United States
McKinleyville,California,CA,US,United States
Baxter,Minnesota,MN,US,United States
Shelbyville,Illinois,IL,US,United States
Borough of Wellsboro,Pennsylvania,PA,US,United States
Plymouth,California,CA,US,United States
Rochelle Park,New Jersey,NJ,US,United States
Highwood,Illinois,IL,US,United States
Whippany,New Jersey,NJ,US,United States
Williston,North Dakota,ND,US,United States
Luxemburg,Wisconsin,WI,US,United States
Robert,Louisiana,LA,US,United States
Grant,Oklahoma,OK,US,United States
Angleton,Texas,TX,US,United States
Blakely,Georgia,GA,US,United States
Randolph,Massachusetts,MA,US,United States
Middle River,Maryland,MD,US,United States
Macungie,Pennsylvania,PA,US,United States
Pearl River,New York,NY,US,United States
Red Lion,Pennsylvania,PA,US,United States
Greeneville,Tennessee,TN,US,United States
Red Hill,Pennsylvania,PA,US,United States
Marshalls Creek,Pennsylvania,PA,US,United States
Wellington,Kansas,KS,US,United States
Westminster,Colorado,CO,US,United States
Fort Polk,Louisiana,LA,US,United States
Montebello,California,CA,US,United States
Marshall,Minnesota,MN,US,United States
Maryland Heights,Missouri,MO,US,United States
Winona,Minnesota,MN,US,United States
Harrisonburg,Virginia,VA,US,United States
Delaware,Ohio,OH,US,United States
Chillicothe,Ohio,OH,US,United States
Lancaster,Ohio,OH,US,United States
Santa Fe,New Mexico,NM,US,United States
Chapel Hill,North Carolina,NC,US,United States
Monterey,California,CA,US,United States
Lake Placid,New York,NY,US,United States
Orono,Maine,ME,US,United States
San Mateo,California,CA,US,United States
East Troy,Wisconsin,WI,US,United States
South Yarmouth,Massachusetts,MA,US,United States
Hampton,Virginia,VA,US,United States
Blacksburg,Virginia,VA,US,United States
Hamilton,New York,NY,US,United States
Lakeland,Florida,FL,US,United States
Goleta,California,CA,US,United States
Upper Darby,Pennsylvania,PA,US,United States
Waterbury,Connecticut,CT,US,United States
Ardmore,Oklahoma,OK,US,United States
Hershey,Pennsylvania,PA,US,United States
Fords,New Jersey,NJ,US,United States
North Charleston,South Carolina,SC,US,United States
Scranton,Pennsylvania,PA,US,United States
West Allis,Wisconsin,WI,US,United States
Roanoke,Virginia,VA,US,United States
Middlebury,Vermont,VT,US,United States
Vail,Colorado,CO,US,United States
Catonsville,Maryland,MD,US,United States
Farmingdale,New York,NY,US,United States
Sunrise,Florida,FL,US,United States
Jacksonville,North Carolina,NC,US,United States
Fishkill,New York,NY,US,United States
Washington,Pennsylvania,PA,US,United States
Mount Pleasant,Michigan,MI,US,United States
Toms River,New Jersey,NJ,US,United States
Mobile,Alabama,AL,US,United States
Lakewood,Ohio,OH,US,United States
Beaumont,Texas,TX,US,United States
Somerset,Wisconsin,WI,US,United States
Grove City,Ohio,OH,US,United States
Arlington,Virginia,VA,US,United States
Laurel,Delaware,DE,US,United States
Waverly,Iowa,IA,US,United States
Oshkosh,Wisconsin,WI,US,United States
Freeport,New York,NY,US,United States
North Hollywood,California,CA,US,United States
LaCrosse,Arkansas,AR,US,United States
Pullman,Washington,WA,US,United States
Granville,Ohio,OH,US,United States
Elizabethtown,Pennsylvania,PA,US,United States
Stanford,California,CA,US,United States
Afton,Virginia,VA,US,United States
Sewanee,Tennessee,TN,US,United States
Woodinville,Washington,WA,US,United States
Manhattan,Kansas,KS,US,United States
Woodstock,New York,NY,US,United States
Holmdel,New Jersey,NJ,US,United States
Fairfield,Connecticut,CT,US,United States
Antioch,Tennessee,TN,US,United States
La Crosse,Wisconsin,WI,US,United States
Anderson,South Carolina,SC,US,United States
Fontana,California,CA,US,United States
Plainview,New York,NY,US,United States
Cuyahoga Falls,Ohio,OH,US,United States
Carrboro,North Carolina,NC,US,United States
Montgomery,Alabama,AL,US,United States
Stony Brook,New York,NY,US,United States
Muskegon,Michigan,MI,US,United States
Turin,New York,NY,US,United States
Lynn,Massachusetts,MA,US,United States
Danville,Kentucky,KY,US,United States
Oyster Bay,New York,NY,US,United States
Seaside Park,New Jersey,NJ,US,United States
Uncasville,Connecticut,CT,US,United States
Jacksonville Beach,Florida,FL,US,United States
Salem,Massachusetts,MA,US,United States
Bloomington,Illinois,IL,US,United States
Orangevale,California,CA,US,United States
Nampa,Idaho,ID,US,United States
Mount Clemens,Michigan,MI,US,United States
Live Oak,Florida,FL,US,United States
Mankato,Minnesota,MN,US,United States
North Myrtle Beach,South Carolina,SC,US,United States
Tallahassee,Florida,FL,US,United States
Hagerstown,Maryland,MD,US,United States
Bushnell,Illinois,IL,US,United States
Paso Robles,California,CA,US,United States
Bellwood,Illinois,IL,US,United States
Harrington,Delaware,DE,US,United States
Harvard,Massachusetts,MA,US,United States
Kenai,Alaska,AK,US,United States
Secaucus,New Jersey,NJ,US,United States
Lorain,Ohio,OH,US,United States
Armonk,New York,NY,US,United States
Hamtramck,Michigan,MI,US,United States
Oak Creek,Arizona,AZ,US,United States
Tallahassee,Florida,FL,US,United States
Hagerstown,Maryland,MD,US,United States
Bushnell,Illinois,IL,US,United States
Paso Robles,California,CA,US,United States
Bellwood,Illinois,IL,US,United States
Harrington,Delaware,DE,US,United States
Harvard,Massachusetts,MA,US,United States
Kenai,Alaska,AK,US,United States
Secaucus,New Jersey,NJ,US,United States
Lorain,Ohio,OH,US,United States
Armonk,New York,NY,US,United States
Hamtramck,Michigan,MI,US,United States
Oak Creek,Arizona,AZ,US,United States
Lyons,Colorado,CO,US,United States
Polk City,Florida,FL,US,United States
Bandera,Texas,TX,US,United States
Westport,Connecticut,CT,US,United States
Guthrie,Oklahoma,OK,US,United States
Woodstown,New Jersey,NJ,US,United States
Reston,Virginia,VA,US,United States
Gaithersburg,Maryland,MD,US,United States
Winter Park,Colorado,CO,US,United States
Rancho Mirage,California,CA,US,United States
Winchester,Ohio,OH,US,United States
Roselle,Illinois,IL,US,United States
Fitchburg,Massachusetts,MA,US,United States
Bellingham,Washington,WA,US,United States
Verona,New York,NY,US,United States
Rock Island,Florida,FL,US,United States
Fort Myers,Florida,FL,US,United States
Cheyenne,Wyoming,WY,US,United States
Latrobe,Pennsylvania,PA,US,United States
Herndon,Virginia,VA,US,United States
Phoenixville,Pennsylvania,PA,US,United States
Newtown Square,Pennsylvania,PA,US,United States
Multnomah,Oregon,OR,US,United States
Oxford,Ohio,OH,US,United States
Murray,Kentucky,KY,US,United States
Valley Center,Kansas,KS,US,United States
Reseda,California,CA,US,United States
Clinton,Massachusetts,MA,US,United States
Indiana,Pennsylvania,PA,US,United States
Orange,California,CA,US,United States
Warwick,Rhode Island,RI,US,United States
Hadley,Massachusetts,MA,US,United States
Davie,Florida,FL,US,United States
Hampton Bays,New York,NY,US,United States
Greensburg,Pennsylvania,PA,US,United States
Cabazon,California,CA,US,United States
Radnor,Pennsylvania,PA,US,United States
El Cajon,California,CA,US,United States
Loveland,Colorado,CO,US,United States
Great Falls,Montana,MT,US,United States
Casper,Wyoming,WY,US,United States
Miami,Oklahoma,OK,US,United States
Manchester,Tennessee,TN,US,United States
Medford,Massachusetts,MA,US,United States
Solana Beach,California,CA,US,United States
West Columbia,South Carolina,SC,US,United States
Fort Walton Beach,Florida,FL,US,United States
Lemont,Illinois,IL,US,United States
Highgate,Vermont,VT,US,United States
Cupertino,California,CA,US,United States
Pioneertown,California,CA,US,United States
Homestead,Pennsylvania,PA,US,United States
Tuolumne,California,CA,US,United States
Oxford,Maine,ME,US,United States
Cortland,Indiana,IN,US,United States
Nashua,New Hampshire,NH,US,United States
Lincoln Center,Iowa,IA,US,United States
Mariaville,Maine,ME,US,United States
Vancouver,Washington,WA,US,United States
Aberdeen,New Jersey,NJ,US,United States
Babylon,New York,NY,US,United States
Havertown,Pennsylvania,PA,US,United States
Jackson,Wyoming,WY,US,United States
Wilmore,Kentucky,KY,US,United States
Wooster,Ohio,OH,US,United States
Fort Knox,Kentucky,KY,US,United States
Canton,Michigan,MI,US,United States
Saint Charles,Missouri,MO,US,United States
Haverhill,Massachusetts,MA,US,United States
Ashland,Ohio,OH,US,United States
Beatrice,Nebraska,NE,US,United States
Bucksport,Maine,ME,US,United States
St. Augustine,Florida,FL,US,United States
Truckee,California,CA,US,United States
Newhall,California,CA,US,United States
Ebensburg,Pennsylvania,PA,US,United States
Boswell,Pennsylvania,PA,US,United States
Aberdeen,South Dakota,SD,US,United States
Portage,Michigan,MI,US,United States
Mount Baldy,California,CA,US,United States
Mequon,Wisconsin,WI,US,United States
Berkeley Heights,New Jersey,NJ,US,United States
Meriden,Connecticut,CT,US,United States
Rostraver Township,Pennsylvania,PA,US,United States
Waterloo,Iowa,IA,US,United States
River Grove,Illinois,IL,US,United States
Westborough,Massachusetts,MA,US,United States
Mobile,Alabama,AL,US,United States
Lakewood,Ohio,OH,US,United States
Beaumont,Texas,TX,US,United States
Somerset,Wisconsin,WI,US,United States
Grove City,Ohio,OH,US,United States
Arlington,Virginia,VA,US,United States
Laurel,Delaware,DE,US,United States
Waverly,Iowa,IA,US,United States
Oshkosh,Wisconsin,WI,US,United States
Freeport,New York,NY,US,United States
North Hollywood,California,CA,US,United States
Houghton,Michigan,MI,US,United States
Portales,New Mexico,NM,US,United States
Morganville,New Jersey,NJ,US,United States
Bridgeport,Connecticut,CT,US,United States
Colorado Springs,Colorado,CO,US,United States
Green Bay,Wisconsin,WI,US,United States
Eau Claire,Wisconsin,WI,US,United States
Johnstown,Pennsylvania,PA,US,United States
Mears,Michigan,MI,US,United States
Minot,North Dakota,ND,US,United States
