city,state,state code,country code,country
Mudersbach,Rhineland-Palatinate,08,DE,Germany
Altusried,Bavaria,02,DE,Germany
Jübek,Schleswig-Holstein,10,DE,Germany
Hellersdorf,Berlin,16,DE,Germany
Heilbronn,Baden-Württemberg,01,DE,Germany
Zapfendorf,Bavaria,02,DE,Germany
Crispendorf,Thuringia,15,DE,Germany
Barleben,Saxony-Anhalt,14,DE,Germany
Bietigheim,Baden-Württemberg,01,DE,Germany
Dieberg,Bavaria,02,DE,Germany
Reichenbach,Baden-Württemberg,01,DE,Germany
Hohenweiden,Saxony-Anhalt,14,DE,Germany
Olbernhau,Saxony,13,DE,Germany
Deggendorf,Bavaria,02,DE,Germany
Niedernhausen,Hesse,05,DE,Germany
Ostbevern,North Rhine-Westphalia,07,DE,Germany
Ibbenbüren,North Rhine-Westphalia,07,DE,Germany
Hilden,North Rhine-Westphalia,07,DE,Germany
Barsinghausen,Lower Saxony,06,DE,Germany
Osterode am Harz,Lower Saxony,06,DE,Germany
Werl,North Rhine-Westphalia,07,DE,Germany
Frankenthal,Mecklenburg-Vorpommern,12,DE,Germany
Leinfelden-Echterdingen,Baden-Württemberg,01,DE,Germany
Mutterstadt,Rhineland-Palatinate,08,DE,Germany
Herxheim bei Landau/ Pfalz,Rhineland-Palatinate,08,DE,Germany
Wendlingen am Neckar,Baden-Württemberg,01,DE,Germany
Gunzendorf,Bavaria,02,DE,Germany
Gerolzhofen,Bavaria,02,DE,Germany
Schrecksbach,Hesse,05,DE,Germany
Appenweier,Baden-Württemberg,01,DE,Germany
Burgebrach,Bavaria,02,DE,Germany
Obererbach,Rhineland-Palatinate,08,DE,Germany
Dingolfing,Bavaria,02,DE,Germany
Haan,North Rhine-Westphalia,07,DE,Germany
Metzingen,Lower Saxony,06,DE,Germany
Bad Urach,Baden-Württemberg,01,DE,Germany
Katholisch-Willenroth,Hesse,05,DE,Germany
Lohn,North Rhine-Westphalia,07,DE,Germany
Reinstädt,Thuringia,15,DE,Germany
Diemelsee,Hesse,05,DE,Germany
Rehau,Bavaria,02,DE,Germany
Zingst,Mecklenburg-Vorpommern,12,DE,Germany
Lauscha,Thuringia,15,DE,Germany
Wiehl,North Rhine-Westphalia,07,DE,Germany
Erbach,Rhineland-Palatinate,08,DE,Germany
Aich,Baden-Württemberg,01,DE,Germany
Überlingen,Baden-Württemberg,01,DE,Germany
Eschweiler,North Rhine-Westphalia,07,DE,Germany
Mölkau,Saxony,13,DE,Germany
Oberderdingen,Baden-Württemberg,01,DE,Germany
Weinstadt-Endersbach,Baden-Württemberg,01,DE,Germany
Dürrholz,Rhineland-Palatinate,08,DE,Germany
Herxheim,Rhineland-Palatinate,08,DE,Germany
Mittenheim,Bavaria,02,DE,Germany
Ellwangen,Baden-Württemberg,01,DE,Germany
Bad Dürrheim,Baden-Württemberg,01,DE,Germany
Simbach,Bavaria,02,DE,Germany
Ödenwald,Baden-Württemberg,01,DE,Germany
Friedberg,Bavaria,02,DE,Germany
Stolzenhain,Brandenburg,11,DE,Germany
Holm Seppensen,Lower Saxony,06,DE,Germany
Wohra,Hesse,05,DE,Germany
"Neuss, Stadt",North Rhine-Westphalia,07,DE,Germany
Nordheim,Baden-Württemberg,01,DE,Germany
Schwarzenbruck,Bavaria,02,DE,Germany
Bad Griesbach,Bavaria,02,DE,Germany
Schongau,Bavaria,02,DE,Germany
Lauterbach,Bavaria,02,DE,Germany
Rüthen,North Rhine-Westphalia,07,DE,Germany
Lengenfeld,Bavaria,02,DE,Germany
Sulzbach,Baden-Württemberg,01,DE,Germany
Kissing,Bavaria,02,DE,Germany
Arnstein,Bavaria,02,DE,Germany
Breest,Mecklenburg-Vorpommern,12,DE,Germany
Crispendorf,Thuringia,15,DE,Germany
Barleben,Saxony-Anhalt,14,DE,Germany
Bietigheim,Baden-Württemberg,01,DE,Germany
Dieberg,Bavaria,02,DE,Germany
Reichenbach,Baden-Württemberg,01,DE,Germany
Hohenweiden,Saxony-Anhalt,14,DE,Germany
Olbernhau,Saxony,13,DE,Germany
Deggendorf,Bavaria,02,DE,Germany
Niedernhausen,Hesse,05,DE,Germany
Ostbevern,North Rhine-Westphalia,07,DE,Germany
Ibbenbüren,North Rhine-Westphalia,07,DE,Germany
Hilden,North Rhine-Westphalia,07,DE,Germany
Barsinghausen,Lower Saxony,06,DE,Germany
Osterode am Harz,Lower Saxony,06,DE,Germany
Werl,North Rhine-Westphalia,07,DE,Germany
Frankenthal,Mecklenburg-Vorpommern,12,DE,Germany
Leinfelden-Echterdingen,Baden-Württemberg,01,DE,Germany
Mutterstadt,Rhineland-Palatinate,08,DE,Germany
Herxheim bei Landau/ Pfalz,Rhineland-Palatinate,08,DE,Germany
Wendlingen am Neckar,Baden-Württemberg,01,DE,Germany
Gunzendorf,Bavaria,02,DE,Germany
Gerolzhofen,Bavaria,02,DE,Germany
Schrecksbach,Hesse,05,DE,Germany
Appenweier,Baden-Württemberg,01,DE,Germany
Burgebrach,Bavaria,02,DE,Germany
Obererbach,Rhineland-Palatinate,08,DE,Germany
Dingolfing,Bavaria,02,DE,Germany
Tambach,Bavaria,02,DE,Germany
Fürth,Bavaria,02,DE,Germany
Adorf,Saxony,13,DE,Germany
Weyhe,Lower Saxony,06,DE,Germany
Bad Neuenahr-Ahrweiler,Rhineland-Palatinate,08,DE,Germany
Gaukönigshofen,Bavaria,02,DE,Germany
Laupheim,Baden-Württemberg,01,DE,Germany
Saalfeld,Saxony-Anhalt,14,DE,Germany
Alzey,Rhineland-Palatinate,08,DE,Germany
Germering,Bavaria,02,DE,Germany
Schortens,Lower Saxony,06,DE,Germany
Nesse,Lower Saxony,06,DE,Germany
Wiesmoor,Lower Saxony,06,DE,Germany
Dinklage,Lower Saxony,06,DE,Germany
Ansbach,Bavaria,02,DE,Germany
Ebersbach an der Fils,Baden-Württemberg,01,DE,Germany
Hollfeld,Bavaria,02,DE,Germany
Klein-Umstadt,Hesse,05,DE,Germany
Heddesheim,Rhineland-Palatinate,08,DE,Germany
Wewelsburg,North Rhine-Westphalia,07,DE,Germany
Pahlen,Schleswig-Holstein,10,DE,Germany
Gersthofen,Bavaria,02,DE,Germany
Dippoldiswalde,Saxony,13,DE,Germany
Bornstedt,Saxony-Anhalt,14,DE,Germany
Lindenberg,Bavaria,02,DE,Germany
Hirsau,Baden-Württemberg,01,DE,Germany
Seebronn,Baden-Württemberg,01,DE,Germany
Brünlos,Saxony,13,DE,Germany
Lößnitz,Saxony,13,DE,Germany
Cham,Bavaria,02,DE,Germany
Hettstedt,Saxony-Anhalt,14,DE,Germany
Wolfenbüttel,Lower Saxony,06,DE,Germany
Tannheim,Baden-Württemberg,01,DE,Germany
Stadtroda,Thuringia,15,DE,Germany
Bochold,North Rhine-Westphalia,07,DE,Germany
Rodgau,Hesse,05,DE,Germany
Baden Baden,Baden-Württemberg,01,DE,Germany
Wesel,North Rhine-Westphalia,07,DE,Germany
Allersdorf,Bavaria,02,DE,Germany
Putzkau,Saxony,13,DE,Germany
Gronau,Schleswig-Holstein,10,DE,Germany
Essen,North Rhine-Westphalia,07,DE,Germany
Mühltal,Rhineland-Palatinate,08,DE,Germany
Duisburg,North Rhine-Westphalia,07,DE,Germany
Munich,Bavaria,02,DE,Germany
Magdeburg,Saxony-Anhalt,14,DE,Germany
Eßlingen,Baden-Württemberg,01,DE,Germany
Meerbusch,North Rhine-Westphalia,07,DE,Germany
Wacken,Schleswig-Holstein,10,DE,Germany
Osnabrück,Lower Saxony,06,DE,Germany
Mannheim,Baden-Württemberg,01,DE,Germany
St. Goarshausen,Rhineland-Palatinate,08,DE,Germany
Bad Frankenhausen,Thuringia,15,DE,Germany
Leipzig,Saxony,13,DE,Germany
Wernesgrün,Saxony,13,DE,Germany
Freising,Bavaria,02,DE,Germany
Eppelheim,Baden-Württemberg,01,DE,Germany
Merzig,Saarland,09,DE,Germany
Verden,Lower Saxony,06,DE,Germany
Stölln,Bavaria,02,DE,Germany
Babenhausen,North Rhine-Westphalia,07,DE,Germany
Hockenheim,Baden-Württemberg,01,DE,Germany
Zwiesel,Bavaria,02,DE,Germany
Passau,Bavaria,02,DE,Germany
Würzburg,Bavaria,02,DE,Germany
Hamelin,Lower Saxony,06,DE,Germany
Lärz,Mecklenburg-Vorpommern,12,DE,Germany
Enger,North Rhine-Westphalia,07,DE,Germany
Mönchengladbach,North Rhine-Westphalia,07,DE,Germany
Hohenlobbese,Brandenburg,11,DE,Germany
Braunschweig,Lower Saxony,06,DE,Germany
Hildesheim,Lower Saxony,06,DE,Germany
Fulda,Hesse,05,DE,Germany
Teutschenthal,Saxony-Anhalt,14,DE,Germany
Thale,Saxony-Anhalt,14,DE,Germany
Saarbrücken,Saarland,09,DE,Germany
Balingen,Baden-Württemberg,01,DE,Germany
Neuhausen,Baden-Württemberg,01,DE,Germany
Owen,Baden-Württemberg,01,DE,Germany
Schüttorf,Lower Saxony,06,DE,Germany
Bad Honnef am Rhein,North Rhine-Westphalia,07,DE,Germany
Anröchte,North Rhine-Westphalia,07,DE,Germany
Biersdorf,Rhineland-Palatinate,08,DE,Germany
Flörsheim,Hesse,05,DE,Germany
Holzdorf,Saxony-Anhalt,14,DE,Germany
Reichenbach,Thuringia,15,DE,Germany
Raben,Baden-Württemberg,01,DE,Germany
Raben,Brandenburg,11,DE,Germany
Mechernich,North Rhine-Westphalia,07,DE,Germany
Thalmässing,Bavaria,02,DE,Germany
"Oberndorf am Neckar, Stadt",Baden-Württemberg,01,DE,Germany
Trossingen,Baden-Württemberg,01,DE,Germany
Nagold,Baden-Württemberg,01,DE,Germany
Birkelbach,Baden-Württemberg,01,DE,Germany
Berglen,Baden-Württemberg,01,DE,Germany
Velbert,North Rhine-Westphalia,07,DE,Germany
Behringen,Lower Saxony,06,DE,Germany
Nusplingen,Baden-Württemberg,01,DE,Germany
Pulsnitz,Saxony,13,DE,Germany
Dahme,Brandenburg,11,DE,Germany
Brandis,Brandenburg,11,DE,Germany
Esterhofen,Bavaria,02,DE,Germany
Naumburg,Hesse,05,DE,Germany
Zwingenberg,Baden-Württemberg,01,DE,Germany
Deißlingen,Baden-Württemberg,01,DE,Germany
Markneukirchen,Saxony,13,DE,Germany
Oehna,Brandenburg,11,DE,Germany
Titisee-Neustadt,Baden-Württemberg,01,DE,Germany
Gersdorf,Saxony,13,DE,Germany
Senftenberg,Brandenburg,11,DE,Germany
Jessen,Saxony-Anhalt,14,DE,Germany
Zedtwitz,Bavaria,02,DE,Germany
Bad Friedrichshall,Baden-Württemberg,01,DE,Germany
Schwanewede,Lower Saxony,06,DE,Germany
Garmisch-Partenkirchen,Bavaria,02,DE,Germany
Breitenfeld,Saxony,13,DE,Germany
Jüterbog,Brandenburg,11,DE,Germany
Waldshut-Tiengen,Baden-Württemberg,01,DE,Germany
Sindelsdorf,Bavaria,02,DE,Germany
Lichtenberg,Berlin,16,DE,Germany
Hemmoor,Lower Saxony,06,DE,Germany
Raversbeuren,Rhineland-Palatinate,08,DE,Germany
Claußnitz,Saxony,13,DE,Germany
"Türkheim, Markt",Bavaria,02,DE,Germany
Wabern,Hesse,05,DE,Germany
Gethles,Thuringia,15,DE,Germany
Gronau,Hesse,05,DE,Germany
Burbach,Baden-Württemberg,01,DE,Germany
Reichertshofen,Baden-Württemberg,01,DE,Germany
Neuruppin,Brandenburg,11,DE,Germany
Lobenstein,Bavaria,02,DE,Germany
Bakum,Lower Saxony,06,DE,Germany
Mülheim,North Rhine-Westphalia,07,DE,Germany
Leonberg,Bavaria,02,DE,Germany
Walldorf,Hesse,05,DE,Germany
Strausberg,Brandenburg,11,DE,Germany
Coburg,Bavaria,02,DE,Germany
Aalen,Baden-Württemberg,01,DE,Germany
Wummensiede,Bremen,03,DE,Germany
Ralswiek,Mecklenburg-Vorpommern,12,DE,Germany
Dinslaken,North Rhine-Westphalia,07,DE,Germany
Fellbach,Baden-Württemberg,01,DE,Germany
Mainz,Rhineland-Palatinate,08,DE,Germany
Hof,Bavaria,02,DE,Germany
Freusburg,Rhineland-Palatinate,08,DE,Germany
Limbach-Oberfrohna,Saxony,13,DE,Germany
Wirges,Rhineland-Palatinate,08,DE,Germany
Wolpertshausen,Baden-Württemberg,01,DE,Germany
Mühldorf,Bavaria,02,DE,Germany
Emden,Lower Saxony,06,DE,Germany
Leonberg,Baden-Württemberg,01,DE,Germany
Amt Neuhaus,Lower Saxony,06,DE,Germany
Rees,North Rhine-Westphalia,07,DE,Germany
Norderstedt,Schleswig-Holstein,10,DE,Germany
Nohfelden,Saarland,09,DE,Germany
Cuxhaven,Lower Saxony,06,DE,Germany
Lichtenstein,Saxony,13,DE,Germany
Halle,Saxony-Anhalt,14,DE,Germany
Holzwickede,North Rhine-Westphalia,07,DE,Germany
Rieden,Bavaria,02,DE,Germany
Schwandorf in Bayern,Bavaria,02,DE,Germany
Beverungen,North Rhine-Westphalia,07,DE,Germany
Teisnach,Bavaria,02,DE,Germany
Vellmar,Hesse,05,DE,Germany
Hachenburg,Rhineland-Palatinate,08,DE,Germany
Gruol,Baden-Württemberg,01,DE,Germany
Manheim,North Rhine-Westphalia,07,DE,Germany
Heuchelheim,Hesse,05,DE,Germany
Lorsch,Hesse,05,DE,Germany
Losheim am See,Saarland,09,DE,Germany
Koblenz,Rhineland-Palatinate,08,DE,Germany
Nordhausen,Thuringia,15,DE,Germany
Rothenburg ob der Tauber,Bavaria,02,DE,Germany
Künzelsau,Baden-Württemberg,01,DE,Germany
Abtsgmünd,Baden-Württemberg,01,DE,Germany
Bad Sulza,Thuringia,15,DE,Germany
Sondershausen,Thuringia,15,DE,Germany
Burg,Baden-Württemberg,01,DE,Germany
Gebesee,Thuringia,15,DE,Germany
Illertissen,Bavaria,02,DE,Germany
Salzwedel,Saxony-Anhalt,14,DE,Germany
Mörsch,Baden-Württemberg,01,DE,Germany
Alstädten,North Rhine-Westphalia,07,DE,Germany
Knetzgau,Bavaria,02,DE,Germany
Gundelsheim,Bavaria,02,DE,Germany
Lohmar,North Rhine-Westphalia,07,DE,Germany
Leinefelde,Thuringia,15,DE,Germany
Eggenfelden,Bavaria,02,DE,Germany
Neustadt,Hesse,05,DE,Germany
Frankenheim,Thuringia,15,DE,Germany
Ennetach,Baden-Württemberg,01,DE,Germany
Breitenworbis,Thuringia,15,DE,Germany
Rödelsee,Bavaria,02,DE,Germany
Free State of Thuringia,Thuringia,15,DE,Germany
Klietz,Saxony-Anhalt,14,DE,Germany
Harsleben,Saxony-Anhalt,14,DE,Germany
Weiden,Bavaria,02,DE,Germany
Fürstenwalde,Brandenburg,11,DE,Germany
Machen-Berg,North Rhine-Westphalia,07,DE,Germany
Schwenningen,Bavaria,02,DE,Germany
Burgrieden,Baden-Württemberg,01,DE,Germany
Spergau,Saxony-Anhalt,14,DE,Germany
Pfullendorf,Thuringia,15,DE,Germany
Greiz,Thuringia,15,DE,Germany
Haßloch,Hesse,05,DE,Germany
Langen,Hesse,05,DE,Germany
Bretzfeld,Baden-Württemberg,01,DE,Germany
Schkeuditz,Saxony,13,DE,Germany
Melsungen,Hesse,05,DE,Germany
Wörth,Bavaria,02,DE,Germany
Lachendorf,Lower Saxony,06,DE,Germany
Gräfentonna,Thuringia,15,DE,Germany
Rinteln,Lower Saxony,06,DE,Germany
Meuselwitz,Saxony,13,DE,Germany
Oldendorf,Lower Saxony,06,DE,Germany
Grimma,Saxony,13,DE,Germany
Bad Wiessee,Bavaria,02,DE,Germany
Moorenweis,Bavaria,02,DE,Germany
Voccawind,Bavaria,02,DE,Germany
Niederaula,Hesse,05,DE,Germany
Chieming,Bavaria,02,DE,Germany
Lauffen am Neckar,Baden-Württemberg,01,DE,Germany
Stommeln,North Rhine-Westphalia,07,DE,Germany
Kümmersbruck,Bavaria,02,DE,Germany
Puchheim,Bavaria,02,DE,Germany
Freystadt,Bavaria,02,DE,Germany
Treptow Bezirk,Berlin,16,DE,Germany
Bad Buchau,Baden-Württemberg,01,DE,Germany
Auhausen,Bavaria,02,DE,Germany
Wistedt,Lower Saxony,06,DE,Germany
Balzhausen,Bavaria,02,DE,Germany
"Hannover, Landeshauptstadt",Lower Saxony,06,DE,Germany
Weidenbach,Rhineland-Palatinate,08,DE,Germany
Markt Schwaben,Bavaria,02,DE,Germany
"Markt Schwaben, Markt",Bavaria,02,DE,Germany
Lübz,Mecklenburg-Vorpommern,12,DE,Germany
Nalbach,Saarland,09,DE,Germany
Furth im Wald,Bavaria,02,DE,Germany
Kleinheubach,Bavaria,02,DE,Germany
Rimsting,Bavaria,02,DE,Germany
Jossgrund,Hesse,05,DE,Germany
Mintraching,Bavaria,02,DE,Germany
Teublitz,Bavaria,02,DE,Germany
Tiefenbach,Bavaria,02,DE,Germany
Menzelen,North Rhine-Westphalia,07,DE,Germany
Alpen,North Rhine-Westphalia,07,DE,Germany
Hiddensee,Mecklenburg-Vorpommern,12,DE,Germany
Weiler,Rhineland-Palatinate,08,DE,Germany
Haibach,Bavaria,02,DE,Germany
Rottershausen,Bavaria,02,DE,Germany
Algermissen,Lower Saxony,06,DE,Germany
Welmbüttel,Schleswig-Holstein,10,DE,Germany
Meerane,Saxony,13,DE,Germany
Steinsdorf,Bavaria,02,DE,Germany
Willingen,Hesse,05,DE,Germany
Herbrechtingen,Baden-Württemberg,01,DE,Germany
Kleinmachnow,Brandenburg,11,DE,Germany
Werder,Lower Saxony,06,DE,Germany
Neubeuern,Bavaria,02,DE,Germany
Prölsdorf,Bavaria,02,DE,Germany
Theley,Saarland,09,DE,Germany
Strande,Schleswig-Holstein,10,DE,Germany
Reußenköge,Schleswig-Holstein,10,DE,Germany
Munderkingen,Baden-Württemberg,01,DE,Germany
Gardelegen,Saxony-Anhalt,14,DE,Germany
Ornbau,Bavaria,02,DE,Germany
Morgenröthe-Rautenkranz,Saxony,13,DE,Germany
Eisenhüttenstadt,Brandenburg,11,DE,Germany
Hermsdorf,Saxony,13,DE,Germany
Brüssow,Brandenburg,11,DE,Germany
Peterslahr,Rhineland-Palatinate,08,DE,Germany
Klein Meckelsen,Lower Saxony,06,DE,Germany
Schönenberg-Kübelberg,Rhineland-Palatinate,08,DE,Germany
Zarpen,Schleswig-Holstein,10,DE,Germany
Immeldorf,Bavaria,02,DE,Germany
Lichterfeld,Brandenburg,11,DE,Germany
Dingelstädt,Thuringia,15,DE,Germany
Laage,Mecklenburg-Vorpommern,12,DE,Germany
Kirchrode,Lower Saxony,06,DE,Germany
Daufenbach,Rhineland-Palatinate,08,DE,Germany
Bedburg,North Rhine-Westphalia,07,DE,Germany
Neukirchen,Hesse,05,DE,Germany
Pförring,Bavaria,02,DE,Germany
Senden,Bavaria,02,DE,Germany
Hechingen,Baden-Württemberg,01,DE,Germany
Neckarsulm,Baden-Württemberg,01,DE,Germany
Waltenhofen,Bavaria,02,DE,Germany
Mittelbach,Rhineland-Palatinate,08,DE,Germany
Gorgast,Brandenburg,11,DE,Germany
Brake,North Rhine-Westphalia,07,DE,Germany
Leuben,Saxony,13,DE,Germany
Waischenfeld,Bavaria,02,DE,Germany
Warendorf,North Rhine-Westphalia,07,DE,Germany
Schwielowsee,Brandenburg,11,DE,Germany
Blaufelden,Baden-Württemberg,01,DE,Germany
Wittenberg,Saxony-Anhalt,14,DE,Germany
Senden,North Rhine-Westphalia,07,DE,Germany
Birkenfeld,Baden-Württemberg,01,DE,Germany
Karlstadt,Bavaria,02,DE,Germany
Kulmbach,Bavaria,02,DE,Germany
Neuenbürg,Baden-Württemberg,01,DE,Germany
Nimburg,Baden-Württemberg,01,DE,Germany
Neunkirchen am Brand,Bavaria,02,DE,Germany
Rosa-Luxemburg Siedlung,Thuringia,15,DE,Germany
Usingen,Hesse,05,DE,Germany
Denzlingen,Baden-Württemberg,01,DE,Germany
Luckenwalde,Brandenburg,11,DE,Germany
Odenthal,North Rhine-Westphalia,07,DE,Germany
Weiher,Baden-Württemberg,01,DE,Germany
Olpe,North Rhine-Westphalia,07,DE,Germany
Uder,Thuringia,15,DE,Germany
Trostberg an der Alz,Bavaria,02,DE,Germany
Wissen,Rhineland-Palatinate,08,DE,Germany
Bliesmengen-Bolchen,Saarland,09,DE,Germany
"Irsee, Markt",Bavaria,02,DE,Germany
Lahnstein,Rhineland-Palatinate,08,DE,Germany
Nidda,Hesse,05,DE,Germany
Königsberg,Hesse,05,DE,Germany
Gunzendorf,Bavaria,02,DE,Germany
Iphofen,Bavaria,02,DE,Germany
Bad Harzburg,Lower Saxony,06,DE,Germany
Rodgau,Hesse,05,DE,Germany
Zella-Mehlis,Thuringia,15,DE,Germany
Lübbenau,Brandenburg,11,DE,Germany
Much,North Rhine-Westphalia,07,DE,Germany
Bispingen,Lower Saxony,06,DE,Germany
Achern,Baden-Württemberg,01,DE,Germany
Schmalkalden,Thuringia,15,DE,Germany
Zittau,Saxony,13,DE,Germany
Freudenberg,Baden-Württemberg,01,DE,Germany
Fischbachau,Bavaria,02,DE,Germany
Untermeitingen,Bavaria,02,DE,Germany
Schrobenhausen,Bavaria,02,DE,Germany
Höchst,Hesse,05,DE,Germany
Meckenheim,Rhineland-Palatinate,08,DE,Germany
Groß Gastrose,Brandenburg,11,DE,Germany
Hohenstein-Ernstthal,Saxony,13,DE,Germany
Traunstein,Bavaria,02,DE,Germany
Miltenberg,Bavaria,02,DE,Germany
Bad Laasphe,North Rhine-Westphalia,07,DE,Germany
Biersdorf,Rhineland-Palatinate,08,DE,Germany
Flörsheim,Hesse,05,DE,Germany
Holzdorf,Saxony-Anhalt,14,DE,Germany
Reichenbach,Thuringia,15,DE,Germany
Raben,Baden-Württemberg,01,DE,Germany
Raben,Brandenburg,11,DE,Germany
Mechernich,North Rhine-Westphalia,07,DE,Germany
Thalmässing,Bavaria,02,DE,Germany
"Oberndorf am Neckar, Stadt",Baden-Württemberg,01,DE,Germany
Trossingen,Baden-Württemberg,01,DE,Germany
Nagold,Baden-Württemberg,01,DE,Germany
Birkelbach,Baden-Württemberg,01,DE,Germany
Berglen,Baden-Württemberg,01,DE,Germany
Velbert,North Rhine-Westphalia,07,DE,Germany
Behringen,Lower Saxony,06,DE,Germany
Nusplingen,Baden-Württemberg,01,DE,Germany
Pulsnitz,Saxony,13,DE,Germany
Dahme,Brandenburg,11,DE,Germany
Brandis,Brandenburg,11,DE,Germany
Esterhofen,Bavaria,02,DE,Germany
Naumburg,Hesse,05,DE,Germany
Zwingenberg,Baden-Württemberg,01,DE,Germany
Deißlingen,Baden-Württemberg,01,DE,Germany
Markneukirchen,Saxony,13,DE,Germany
Oehna,Brandenburg,11,DE,Germany
Titisee-Neustadt,Baden-Württemberg,01,DE,Germany
Gersdorf,Saxony,13,DE,Germany
Senftenberg,Brandenburg,11,DE,Germany
Jessen,Saxony-Anhalt,14,DE,Germany
Zedtwitz,Bavaria,02,DE,Germany
Bad Friedrichshall,Baden-Württemberg,01,DE,Germany
Schwanewede,Lower Saxony,06,DE,Germany
Garmisch-Partenkirchen,Bavaria,02,DE,Germany
Breitenfeld,Saxony,13,DE,Germany
Jüterbog,Brandenburg,11,DE,Germany
Waldshut-Tiengen,Baden-Württemberg,01,DE,Germany
Sindelsdorf,Bavaria,02,DE,Germany
Lichtenberg,Berlin,16,DE,Germany
Hemmoor,Lower Saxony,06,DE,Germany
Raversbeuren,Rhineland-Palatinate,08,DE,Germany
Claußnitz,Saxony,13,DE,Germany
Bernau am Chiemsee,Bavaria,02,DE,Germany
Peterskirchen,Bavaria,02,DE,Germany
Oberschöneweide,Berlin,16,DE,Germany
Free and Hanseatic City of Hamburg,Hamburg,04,DE,Germany
Ronnenberg,Lower Saxony,06,DE,Germany
Baienfurt,Baden-Württemberg,01,DE,Germany
Blomberg,North Rhine-Westphalia,07,DE,Germany
Burgkunstadt,Bavaria,02,DE,Germany
Bad König,Hesse,05,DE,Germany
Tegernsee,Bavaria,02,DE,Germany
Hilpoltstein,Bavaria,02,DE,Germany
Eppstein,Hesse,05,DE,Germany
Bad Saarow,Brandenburg,11,DE,Germany
Flein,Bavaria,02,DE,Germany
Spangenberg,Hesse,05,DE,Germany
Wadern,Saarland,09,DE,Germany
Perleberg,Brandenburg,11,DE,Germany
Ascheberg,Schleswig-Holstein,10,DE,Germany
Sebnitz,Saxony,13,DE,Germany
Altenmarkt,Bavaria,02,DE,Germany
Kötzting,Bavaria,02,DE,Germany
Rust,Baden-Württemberg,01,DE,Germany
Bad Wimpfen,Baden-Württemberg,01,DE,Germany
Wessingen,Baden-Württemberg,01,DE,Germany
Schmalfeld,Schleswig-Holstein,10,DE,Germany
"Kempen, Stadt",North Rhine-Westphalia,07,DE,Germany
Mühlhausen,Bavaria,02,DE,Germany
Hohenlockstedt,Schleswig-Holstein,10,DE,Germany
Eilenburg,Saxony,13,DE,Germany
Lachendorf,Lower Saxony,06,DE,Germany
Rinteln,Lower Saxony,06,DE,Germany
Meuselwitz,Saxony,13,DE,Germany
Reichenau,Baden-Württemberg,01,DE,Germany
Bad Wiessee,Bavaria,02,DE,Germany
Moorenweis,Bavaria,02,DE,Germany
Voccawind,Bavaria,02,DE,Germany
Niederaula,Hesse,05,DE,Germany
Chieming,Bavaria,02,DE,Germany
Lauffen am Neckar,Baden-Württemberg,01,DE,Germany
Stommeln,North Rhine-Westphalia,07,DE,Germany
Kümmersbruck,Bavaria,02,DE,Germany
Puchheim,Bavaria,02,DE,Germany
Freystadt,Bavaria,02,DE,Germany
Treptow Bezirk,Berlin,16,DE,Germany
Bad Buchau,Baden-Württemberg,01,DE,Germany
Auhausen,Bavaria,02,DE,Germany
Wistedt,Lower Saxony,06,DE,Germany
Balzhausen,Bavaria,02,DE,Germany
"Hannover, Landeshauptstadt",Lower Saxony,06,DE,Germany
Weidenbach,Rhineland-Palatinate,08,DE,Germany
Tangeln,Saxony-Anhalt,14,DE,Germany
Dernbach,Rhineland-Palatinate,08,DE,Germany
Kirchgrund,Hesse,05,DE,Germany
Rockenberg,Hesse,05,DE,Germany
Wendelstein,Bavaria,02,DE,Germany
Brühl,Baden-Württemberg,01,DE,Germany
Oberndorf,Bavaria,02,DE,Germany
Heide,North Rhine-Westphalia,07,DE,Germany
Bad Nenndorf,Lower Saxony,06,DE,Germany
Rheinhausen,North Rhine-Westphalia,07,DE,Germany
Mölln,Schleswig-Holstein,10,DE,Germany
Regen,Bavaria,02,DE,Germany
Unterirading,Bavaria,02,DE,Germany
Garching a.d.Alz,Bavaria,02,DE,Germany
Dietersburg,Bavaria,02,DE,Germany
Premsendorf,Saxony-Anhalt,14,DE,Germany
Lohne,Lower Saxony,06,DE,Germany
Obermässing,Bavaria,02,DE,Germany
Hunteburg,Lower Saxony,06,DE,Germany
Ramstein,Rhineland-Palatinate,08,DE,Germany
Krostitz,Saxony,13,DE,Germany
Hürth,Bavaria,02,DE,Germany
Lüttewitz,Saxony,13,DE,Germany
Werdohl,North Rhine-Westphalia,07,DE,Germany
Kirchheim am Neckar,Baden-Württemberg,01,DE,Germany
Hainburg,Hesse,05,DE,Germany
Hamminkeln,North Rhine-Westphalia,07,DE,Germany
Haan,North Rhine-Westphalia,07,DE,Germany
Metzingen,Lower Saxony,06,DE,Germany
Bad Urach,Baden-Württemberg,01,DE,Germany
Katholisch-Willenroth,Hesse,05,DE,Germany
Lohn,North Rhine-Westphalia,07,DE,Germany
Reinstädt,Thuringia,15,DE,Germany
Diemelsee,Hesse,05,DE,Germany
Rehau,Bavaria,02,DE,Germany
Zingst,Mecklenburg-Vorpommern,12,DE,Germany
Lauscha,Thuringia,15,DE,Germany
Wiehl,North Rhine-Westphalia,07,DE,Germany
Erbach,Rhineland-Palatinate,08,DE,Germany
Aich,Baden-Württemberg,01,DE,Germany
Überlingen,Baden-Württemberg,01,DE,Germany
Eschweiler,North Rhine-Westphalia,07,DE,Germany
Mölkau,Saxony,13,DE,Germany
